name	description	sourcemtoverride	samplemtoverride	region	host_subject_id	host_common_name	title	Timepoint post-treatment	phenotype	Breed_Strain	host_sex	CCECAI	body_habitat	body_product	body_site	sample_type	env_feature
12636	Gidget_d0_DogFecal			V4	C166_10	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Non-diet responsive	Yorkshire Terrier	Female	5	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
10640	Gracie_d0_DogRectal			V4	C166_02	Dog	Dietary Therapy In Canine Chronic Enteritis	0		Sealyham Terrier	Female		Rectum	UBERON:feces	Rectum	Rectal swab	ENVO:animal-associated habitat
10866	Gracie_d0_DogRectal			V4	C166_02	Dog	Dietary Therapy In Canine Chronic Enteritis	0		Sealyham Terrier	Female		Rectum	UBERON:feces	Rectum	Rectal swab	ENVO:animal-associated habitat
10956	Gracie_d0_DogRectal			V4	C166_02	Dog	Dietary Therapy In Canine Chronic Enteritis	0		Sealyham Terrier	Female		Rectum	UBERON:feces	Rectum	Rectal swab	ENVO:animal-associated habitat
11512	Gracie_d0_DogRectal			V4	C166_02	Dog	Dietary Therapy In Canine Chronic Enteritis	0		Sealyham Terrier	Female		Rectum	UBERON:feces	Rectum	Rectal swab	ENVO:animal-associated habitat
11560	Gracie_d0_DogRectal			V4	C166_02	Dog	Dietary Therapy In Canine Chronic Enteritis	0		Sealyham Terrier	Female		Rectum	UBERON:feces	Rectum	Rectal swab	ENVO:animal-associated habitat
11703	Gunner_d0_DogFecal			V4	C166_33	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Diet responsive	German Shepherd	Male	7	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
11704	Gunner_d14_DogFecal			V4	C166_33	Dog	Dietary Therapy In Canine Chronic Enteritis	14	Diet responsive	German Shepherd	Male	4	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
11705	Gunner_d42_DogFecal			V4	C166_33	Dog	Dietary Therapy In Canine Chronic Enteritis	42	Diet responsive	German Shepherd	Male	0	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
11714	Gunner_d0_DogRectal			V4	C166_33	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Diet responsive	German Shepherd	Male	7	Colon	UBERON:feces	Colon	Rectal swab	ENVO:animal-associated habitat
11715	Gunner_d42_DogRectal			V4	C166_33	Dog	Dietary Therapy In Canine Chronic Enteritis	42	Diet responsive	German Shepherd	Male	0	Colon	UBERON:feces	Colon	Rectal swab	ENVO:animal-associated habitat
11792	Gunner_d28_DogFecal			V4	C166_33	Dog	Dietary Therapy In Canine Chronic Enteritis	28	Diet responsive	German Shepherd	Male	1	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
11860	Gunner_d0_DogDuodenum			V4	C166_33	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Diet responsive	German Shepherd	Male	7	Duodenum	bodily fluid	Duodenum	Duodenum biopsy	ENVO:animal-associated habitat
11864	Gunner_d0_DogStomach			V4	C166_33	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Diet responsive	German Shepherd	Male	7	Stomach	gastric juice	Stomach	Stomach biopsy	ENVO:animal-associated habitat
12192	Gunner_d0_DogDuodenum			V4	C166_33	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Diet responsive	German Shepherd	Male	7	Duodenum	bodily fluid	Duodenum	Duodenum biopsy	ENVO:animal-associated habitat
12193	Gunner_d0_DogFecal			V4	C166_33	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Diet responsive	German Shepherd	Male	7	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
12194	Gunner_d14_DogFecal			V4	C166_33	Dog	Dietary Therapy In Canine Chronic Enteritis	14	Diet responsive	German Shepherd	Male	4	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
12195	Gunner_d28_DogFecal			V4	C166_33	Dog	Dietary Therapy In Canine Chronic Enteritis	28	Diet responsive	German Shepherd	Male	1	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
12196	Gunner_d42_DogFecal			V4	C166_33	Dog	Dietary Therapy In Canine Chronic Enteritis	42	Diet responsive	German Shepherd	Male	0	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
12197	Gunner_d0_DogRectal			V4	C166_33	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Diet responsive	German Shepherd	Male	7	Rectum	UBERON:feces	Rectum	Rectal swab	ENVO:animal-associated habitat
12198	Gunner_d42_DogRectal			V4	C166_33	Dog	Dietary Therapy In Canine Chronic Enteritis	42	Diet responsive	German Shepherd	Male	0	Rectum	UBERON:feces	Rectum	Rectal swab	ENVO:animal-associated habitat
12199	Gunner_d0_DogStomach			V4	C166_33	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Diet responsive	German Shepherd	Male	7	Stomach	gastric juice	Stomach	Stomach biopsy	ENVO:animal-associated habitat
12631	Hera_d0_DogFecal			V4	C166_42	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Diet responsive	Doberman Pinscher	Female	3	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
12632	Hera_d14_DogFecal			V4	C166_42	Dog	Dietary Therapy In Canine Chronic Enteritis	14	Diet responsive	Doberman Pinscher	Female	1	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
12633	Hera_d42_DogFecal			V4	C166_42	Dog	Dietary Therapy In Canine Chronic Enteritis	42	Diet responsive	Doberman Pinscher	Female	1	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
12755	Hera_d0_DogFecal			V4	C166_42	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Diet responsive	Doberman Pinscher	Female	3	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
12238	Jack_d0_DogDuodenum			V4	C166_35	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Diet responsive	Yorkshire Terrier	Male	4	Duodenum	bodily fluid	Duodenum	Duodenum biopsy	ENVO:animal-associated habitat
12239	Jack_d0_DogStomach			V4	C166_35	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Diet responsive	Yorkshire Terrier	Male	4	Stomach	gastric juice	Stomach	Stomach biopsy	ENVO:animal-associated habitat
12645	Jack_d14_DogFecal			V4	C166_35	Dog	Dietary Therapy In Canine Chronic Enteritis	14	Diet responsive	Yorkshire Terrier	Male	0	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
12646	Jack_d42_DogFecal			V4	C166_35	Dog	Dietary Therapy In Canine Chronic Enteritis	42	Diet responsive	Yorkshire Terrier	Male	2	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
12242	Jax_d0_DogDuodenum			V4	C166_37	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Protein-losing enteropathy	Yorkshire Terrier	Male	5	Duodenum	bodily fluid	Duodenum	Duodenum biopsy	ENVO:animal-associated habitat
12243	Jax_d0_DogStomach			V4	C166_37	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Protein-losing enteropathy	Yorkshire Terrier	Male	5	Stomach	gastric juice	Stomach	Stomach biopsy	ENVO:animal-associated habitat
12650	Jax_d0_DogFecal			V4	C166_37	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Protein-losing enteropathy	Yorkshire Terrier	Male	5	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
12651	Jax_d14_DogFecal			V4	C166_37	Dog	Dietary Therapy In Canine Chronic Enteritis	14	Protein-losing enteropathy	Yorkshire Terrier	Male	1	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
12629	Josie_d_DogFecal			V4	C166_control_10	Dog	Dietary Therapy In Canine Chronic Enteritis		Healthy				Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
11706	Juniata_d0_DogFecal			V4	C166_34	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Diet responsive	Greyhound	Female	4	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
11707	Juniata_d14_DogFecal			V4	C166_34	Dog	Dietary Therapy In Canine Chronic Enteritis	14	Diet responsive	Greyhound	Female	2	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
11708	Juniata_d42_DogFecal			V4	C166_34	Dog	Dietary Therapy In Canine Chronic Enteritis	42	Diet responsive	Greyhound	Female	2	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
11716	Juniata_d0_DogRectal			V4	C166_34	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Diet responsive	Greyhound	Female	4	Rectum	UBERON:feces	Rectum	Rectal swab	ENVO:animal-associated habitat
11717	Juniata_d42_DogRectal			V4	C166_34	Dog	Dietary Therapy In Canine Chronic Enteritis	42	Diet responsive	Greyhound	Female	2	Rectum	UBERON:feces	Rectum	Rectal swab	ENVO:animal-associated habitat
11793	Juniata_d28_DogFecal			V4	C166_34	Dog	Dietary Therapy In Canine Chronic Enteritis	28	Diet responsive	Greyhound	Female	3	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
11861	Juniata_d0_DogDuodenum			V4	C166_34	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Diet responsive	Greyhound	Female	4	Duodenum	bodily fluid	Duodenum	Duodenum biopsy	ENVO:animal-associated habitat
11865	Juniata_d0_DogStomach			V4	C166_34	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Diet responsive	Greyhound	Female	4	Stomach	gastric juice	Stomach	Stomach biopsy	ENVO:animal-associated habitat
12200	Juniata_d0_DogDuodenum			V4	C166_34	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Diet responsive	Greyhound	Female	4	Duodenum	bodily fluid	Duodenum	Duodenum biopsy	ENVO:animal-associated habitat
12201	Juniata_d14_DogFecal			V4	C166_34	Dog	Dietary Therapy In Canine Chronic Enteritis	14	Diet responsive	Greyhound	Female	2	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
12202	Juniata_d42_DogFecal			V4	C166_34	Dog	Dietary Therapy In Canine Chronic Enteritis	42	Diet responsive	Greyhound	Female	2	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
12203	Juniata_d0_DogRectal			V4	C166_34	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Diet responsive	Greyhound	Female	4	Rectum	UBERON:feces	Rectum	Rectal swab	ENVO:animal-associated habitat
12204	Juniata_d42_DogRectal			V4	C166_34	Dog	Dietary Therapy In Canine Chronic Enteritis	42	Diet responsive	Greyhound	Female	2	Rectum	UBERON:feces	Rectum	Rectal swab	ENVO:animal-associated habitat
12205	Juniata_d0_DogStomach			V4	C166_34	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Diet responsive	Greyhound	Female	4	Stomach	gastric juice	Stomach	Stomach biopsy	ENVO:animal-associated habitat
12641	Juniata_d0_DogFecal			V4	C166_34	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Diet responsive	Greyhound	Female	4	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
12642	Juniata_d14_DogFecal			V4	C166_34	Dog	Dietary Therapy In Canine Chronic Enteritis	14	Diet responsive	Greyhound	Female	2	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
10900	Kodiak_d0_DogRectal			V4	C166_22	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Non-diet responsive	Greater Swiss Mountain	Male	4	Rectum	UBERON:feces	Rectum	Rectal swab	ENVO:animal-associated habitat
10910	Kodiak_d0_DogFecal			V4	C166_22	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Non-diet responsive	Greater Swiss Mountain	Male	4	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
11201	Kodiak_d0_DogDuodenum			V4	C166_22	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Non-diet responsive	Greater Swiss Mountain	Male	4	Duodenum	bodily fluid	Duodenum	Duodenum biopsy	ENVO:animal-associated habitat
11227	Kodiak_d0_DogStomach			V4	C166_22	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Non-diet responsive	Greater Swiss Mountain	Male	4	Stomach	gastric juice	Stomach	Stomach biopsy	ENVO:animal-associated habitat
11545	Kodiak_d0_DogFecal			V4	C166_22	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Non-diet responsive	Greater Swiss Mountain	Male	4	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
11576	Kodiak_d0_DogDuodenum			V4	C166_22	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Non-diet responsive	Greater Swiss Mountain	Male	4	Duodenum	bodily fluid	Duodenum	Duodenum biopsy	ENVO:animal-associated habitat
11732	Kodiak_d0_DogFecal			V4	C166_22	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Non-diet responsive	Greater Swiss Mountain	Male	4	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
11733	Kodiak_d14_DogFecal			V4	C166_22	Dog	Dietary Therapy In Canine Chronic Enteritis	14	Non-diet responsive	Greater Swiss Mountain	Male	5	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
11734	Kodiak_d28_DogFecal			V4	C166_22	Dog	Dietary Therapy In Canine Chronic Enteritis	28	Non-diet responsive	Greater Swiss Mountain	Male	2	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
11735	Kodiak_d42_DogFecal			V4	C166_22	Dog	Dietary Therapy In Canine Chronic Enteritis	42	Non-diet responsive	Greater Swiss Mountain	Male	1	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
12206	Kodiak_d14_DogFecal			V4	C166_22	Dog	Dietary Therapy In Canine Chronic Enteritis	14	Non-diet responsive	Greater Swiss Mountain	Male	5	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
12207	Kodiak_d42_DogFecal			V4	C166_22	Dog	Dietary Therapy In Canine Chronic Enteritis	42	Non-diet responsive	Greater Swiss Mountain	Male	1	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
12208	Kodiak_d0_DogStomach			V4	C166_22	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Non-diet responsive	Greater Swiss Mountain	Male	4	Stomach	gastric juice	Stomach	Stomach biopsy	ENVO:animal-associated habitat
12638	Kodiak_d14_DogFecal			V4	C166_22	Dog	Dietary Therapy In Canine Chronic Enteritis	14	Non-diet responsive	Greater Swiss Mountain	Male	5	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
12639	Kodiak_d42_DogFecal			V4	C166_22	Dog	Dietary Therapy In Canine Chronic Enteritis	42	Non-diet responsive	Greater Swiss Mountain	Male	1	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
12750	Kodiak_d28_DogFecal			V4	C166_22	Dog	Dietary Therapy In Canine Chronic Enteritis	28	Non-diet responsive	Greater Swiss Mountain	Male	2	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
12628	Korra_d_DogFecal			V4	C166_control_9	Dog	Dietary Therapy In Canine Chronic Enteritis		Healthy				Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
12620	Lily_d_DogFecal			V4	C166_control_1	Dog	Dietary Therapy In Canine Chronic Enteritis		Healthy				Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
12627	Lizzie_d_DogFecal			V4	C166_control_8	Dog	Dietary Therapy In Canine Chronic Enteritis		Healthy				Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
12753	Lizzie_d_DogFecal			V4	C166_control_8	Dog	Dietary Therapy In Canine Chronic Enteritis		Healthy				Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
10898	Maude_d0_DogRectal			V4	C166_21	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Diet responsive	Amer Pit Bull Terrier	Female	5	Rectum	UBERON:feces	Rectum	Rectal swab	ENVO:animal-associated habitat
10899	Maude_d42_DogRectal			V4	C166_21	Dog	Dietary Therapy In Canine Chronic Enteritis	42	Diet responsive	Amer Pit Bull Terrier	Female	1	Rectum	UBERON:feces	Rectum	Rectal swab	ENVO:animal-associated habitat
10905	Maude_d0_DogFecal			V4	C166_21	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Diet responsive	Amer Pit Bull Terrier	Female	5	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
10906	Maude_d14_DogFecal			V4	C166_21	Dog	Dietary Therapy In Canine Chronic Enteritis	14	Diet responsive	Amer Pit Bull Terrier	Female	3	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
10907	Maude_d28_DogFecal			V4	C166_21	Dog	Dietary Therapy In Canine Chronic Enteritis	28	Diet responsive	Amer Pit Bull Terrier	Female	1	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
10908	Maude_d42_DogFecal			V4	C166_21	Dog	Dietary Therapy In Canine Chronic Enteritis	42	Diet responsive	Amer Pit Bull Terrier	Female	1	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
11200	Maude_d0_DogDuodenum			V4	C166_21	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Diet responsive	Amer Pit Bull Terrier	Female	5	Duodenum	bodily fluid	Duodenum	Duodenum biopsy	ENVO:animal-associated habitat
11226	Maude_d0_DogStomach			V4	C166_21	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Diet responsive	Amer Pit Bull Terrier	Female	5	Stomach	gastric juice	Stomach	Stomach biopsy	ENVO:animal-associated habitat
11575	Maude_d0_DogDuodenum			V4	C166_21	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Diet responsive	Amer Pit Bull Terrier	Female	5	Duodenum	bodily fluid	Duodenum	Duodenum biopsy	ENVO:animal-associated habitat
12228	Mila_d42_DogFecal			V4	C166_38	Dog	Dietary Therapy In Canine Chronic Enteritis	42		Mixed	Female	1	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
12244	Mila_d0_DogDuodenum			V4	C166_38	Dog	Dietary Therapy In Canine Chronic Enteritis	0		Mixed	Female	5	Duodenum	bodily fluid	Duodenum	Duodenum biopsy	ENVO:animal-associated habitat
12245	Mila_d0_DogStomach			V4	C166_38	Dog	Dietary Therapy In Canine Chronic Enteritis	0		Mixed	Female	5	Stomach	gastric juice	Stomach	Stomach biopsy	ENVO:animal-associated habitat
12643	Mock_d_			V4	Mock	Dog	Dietary Therapy In Canine Chronic Enteritis										ENVO:animal-associated habitat
12653	Mock_d_			V4	Control	Dog	Dietary Therapy In Canine Chronic Enteritis										ENVO:animal-associated habitat
11196	_d_DogBlank			V4		Dog	Dietary Therapy In Canine Chronic Enteritis									Blank	ENVO:animal-associated habitat
11214	_d_DogBlank			V4		Dog	Dietary Therapy In Canine Chronic Enteritis									Blank	ENVO:animal-associated habitat
11695	_d_Control			V4		Dog	Dietary Therapy In Canine Chronic Enteritis									Control	ENVO:animal-associated habitat
11747	_d_Blank			V4		Dog	Dietary Therapy In Canine Chronic Enteritis									Blank	ENVO:animal-associated habitat
11751	_d_Blank			V4		Dog	Dietary Therapy In Canine Chronic Enteritis									Blank	ENVO:animal-associated habitat
11866	_d_Blank			V4		Dog	Dietary Therapy In Canine Chronic Enteritis									Blank	ENVO:animal-associated habitat
12236	Mila__			V4	C166_38	Dog	Dietary Therapy In Canine Chronic Enteritis										ENVO:animal-associated habitat
10577	Olivia_d42_DogRectal			V4	C166_09	Dog	Dietary Therapy In Canine Chronic Enteritis	42	Non-diet responsive	Dachshund	Female	3	Rectum	UBERON:feces	Rectum	Rectal swab	ENVO:animal-associated habitat
10579	Olivia_d0_DogRectal			V4	C166_09	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Non-diet responsive	Dachshund	Female	5	Rectum	UBERON:feces	Rectum	Rectal swab	ENVO:animal-associated habitat
10805	Olivia_d0_DogFecal			V4	C166_09	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Non-diet responsive	Dachshund	Female	5	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
10830	Olivia_d42_DogFecal			V4	C166_09	Dog	Dietary Therapy In Canine Chronic Enteritis	42	Non-diet responsive	Dachshund	Female	3	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
10831	Olivia_d56_DogFecal			V4	C166_09	Dog	Dietary Therapy In Canine Chronic Enteritis	56	Non-diet responsive	Dachshund	Female		Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
10838	Olivia_d14_DogFecal			V4	C166_09	Dog	Dietary Therapy In Canine Chronic Enteritis	14	Non-diet responsive	Dachshund	Female	3	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
10839	Olivia_d28_DogFecal			V4	C166_09	Dog	Dietary Therapy In Canine Chronic Enteritis	28	Non-diet responsive	Dachshund	Female	4	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
10871	Olivia_d42_DogRectal			V4	C166_09	Dog	Dietary Therapy In Canine Chronic Enteritis	42	Non-diet responsive	Dachshund	Female	3	Rectum	UBERON:feces	Rectum	Rectal swab	ENVO:animal-associated habitat
10934	Olivia_d0_DogFecal			V4	C166_09	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Non-diet responsive	Dachshund	Female	5	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
10935	Olivia_d14_DogFecal			V4	C166_09	Dog	Dietary Therapy In Canine Chronic Enteritis	14	Non-diet responsive	Dachshund	Female	3	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
10936	Olivia_d28_DogFecal			V4	C166_09	Dog	Dietary Therapy In Canine Chronic Enteritis	28	Non-diet responsive	Dachshund	Female	4	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
10937	Olivia_d42_DogFecal			V4	C166_09	Dog	Dietary Therapy In Canine Chronic Enteritis	42	Non-diet responsive	Dachshund	Female	3	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
10938	Olivia_d56_DogFecal			V4	C166_09	Dog	Dietary Therapy In Canine Chronic Enteritis	56	Non-diet responsive	Dachshund	Female		Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
11187	Olivia_d0_DogDuodenum			V4	C166_09	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Non-diet responsive	Dachshund	Female	5	Duodenum	bodily fluid	Duodenum	Duodenum biopsy	ENVO:animal-associated habitat
11213	Olivia_d0_DogStomach			V4	C166_09	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Non-diet responsive	Dachshund	Female	5	Stomach	gastric juice	Stomach	Stomach biopsy	ENVO:animal-associated habitat
11526	Olivia_d0_DogRectal			V4	C166_09	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Non-diet responsive	Dachshund	Female	5	Rectum	UBERON:feces	Rectum	Rectal swab	ENVO:animal-associated habitat
11537	Olivia_d56_DogFecal			V4	C166_09	Dog	Dietary Therapy In Canine Chronic Enteritis	56	Non-diet responsive	Dachshund	Female		Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
11542	Olivia_d14_DogFecal			V4	C166_09	Dog	Dietary Therapy In Canine Chronic Enteritis	14	Non-diet responsive	Dachshund	Female	3	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
11543	Olivia_d28_DogFecal			V4	C166_09	Dog	Dietary Therapy In Canine Chronic Enteritis	28	Non-diet responsive	Dachshund	Female	4	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
11547	Olivia_d14_DogFecal			V4	C166_09	Dog	Dietary Therapy In Canine Chronic Enteritis	14	Non-diet responsive	Dachshund	Female	3	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
11548	Olivia_d28_DogFecal			V4	C166_09	Dog	Dietary Therapy In Canine Chronic Enteritis	28	Non-diet responsive	Dachshund	Female	4	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
11549	Olivia_d42_DogFecal			V4	C166_09	Dog	Dietary Therapy In Canine Chronic Enteritis	42	Non-diet responsive	Dachshund	Female	3	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
11550	Olivia_d56_DogFecal			V4	C166_09	Dog	Dietary Therapy In Canine Chronic Enteritis	56	Non-diet responsive	Dachshund	Female		Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
12231	Opie_d0_DogFecal			V4	C166_40	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Diet responsive	Mixed	Male	2	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
12233	Opie_d28_DogFecal			V4	C166_40	Dog	Dietary Therapy In Canine Chronic Enteritis	28	Diet responsive	Mixed	Male	0	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
12235	Opie_d14_DogFecal			V4	C166_40	Dog	Dietary Therapy In Canine Chronic Enteritis	14	Diet responsive	Mixed	Male	0	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
12237	Opie_d42_DogFecal			V4	C166_40	Dog	Dietary Therapy In Canine Chronic Enteritis	42	Diet responsive	Mixed	Male	0	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
10892	Paisley_d0_DogFecal			V4	C166_20	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Diet responsive	Amer Pit Bull Terrier	Female	3	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
10893	Paisley_d14_DogFecal			V4	C166_20	Dog	Dietary Therapy In Canine Chronic Enteritis	14	Diet responsive	Amer Pit Bull Terrier	Female	0	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
10896	Paisley_d0_DogRectal			V4	C166_20	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Diet responsive	Amer Pit Bull Terrier	Female	3	Rectum	UBERON:feces	Rectum	Rectal swab	ENVO:animal-associated habitat
10902	Paisley_d42_DogRectal			V4	C166_20	Dog	Dietary Therapy In Canine Chronic Enteritis	42	Diet responsive	Amer Pit Bull Terrier	Female	1	Rectum	UBERON:feces	Rectum	Rectal swab	ENVO:animal-associated habitat
10903	Paisley_d28_DogFecal			V4	C166_20	Dog	Dietary Therapy In Canine Chronic Enteritis	28	Diet responsive	Amer Pit Bull Terrier	Female	3	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
10904	Paisley_d42_DogFecal			V4	C166_20	Dog	Dietary Therapy In Canine Chronic Enteritis	42	Diet responsive	Amer Pit Bull Terrier	Female	1	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
11199	Paisley_d0_DogDuodenum			V4	C166_20	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Diet responsive	Amer Pit Bull Terrier	Female	3	Duodenum	bodily fluid	Duodenum	Duodenum biopsy	ENVO:animal-associated habitat
11225	Paisley_d0_DogStomach			V4	C166_20	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Diet responsive	Amer Pit Bull Terrier	Female	3	Stomach	gastric juice	Stomach	Stomach biopsy	ENVO:animal-associated habitat
11574	Paisley_d0_DogDuodenum			V4	C166_20	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Diet responsive	Amer Pit Bull Terrier	Female	3	Duodenum	bodily fluid	Duodenum	Duodenum biopsy	ENVO:animal-associated habitat
12209	Paisley_d0_DogDuodenum			V4	C166_20	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Diet responsive	Amer Pit Bull Terrier	Female	3	Duodenum	bodily fluid	Duodenum	Duodenum biopsy	ENVO:animal-associated habitat
12754	Penny_d_DogFecal			V4	C166_control_11	Dog	Dietary Therapy In Canine Chronic Enteritis		Healthy				Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
