name	run_prefix_prep	region	case_control	Parasite_found_species	Parasite_found_type	host_common_name	VHUP_#	sample_type	title	host_sex	Animal sterilization	age	description	sourcemtoverride	samplemtoverride	body_habitat	body_product	body_site	env_feature	
12902	12	V4	Control	none	none	Dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Male	Neutered	1.25 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
12903	12	V4	Control	none	none	Dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Male	Intact	0.25 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
12904	12	V4	Control	none	none	Dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Female	Intact	0.33 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
12905	12	V4	Control	none	none	Dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Male	Neutered	1.4 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
12906	12	V4	Control	none	none	Dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Male	Neutered	1.33 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
12907	12	V4	Control	none	none	Dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Female	Spayed	12 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
12908	12	V4	Control	none	none	Dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Male	Intact	0.4 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
12909	12	V4	Control	none	none	Dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Male	Intact	0.33 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
12910	12	V4	Control	none	none	Dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Male	Neutered	3 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
12911	12	V4	Control	none	none	Dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Male	Intact	0.17 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
12912	12	V4	Control	none	none	Dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Male	Intact	0.17 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
12913	12	V4	Control	none	none	Dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Male	Neutered	1 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
12914	12	V4	Control	none	none	Dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Female	Intact	0.17 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
12915	12	V4	Control	none	none	Dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Male	Neutered	0.92 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
12916	12	V4	Control	none	none	Dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Female	Intact	0.17 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
12917	12	V4	Control	none	none	Dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Male	Neutered	3 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
12918	12	V4	Control	none	none	Dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Male	Neutered	5 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
12919	12	V4	Control	none	none	Dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Male	Neutered	5 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
12920	12	V4	Control	none	none	Dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Female	Intact	0.25 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
12921	12	V4	Control	none	none	Dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Male	Neutered	0.92 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
12922	12	V4	Control	none	none	Dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Male	Intact	0.125 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
12923	12	V4	Control	none	none	Dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Female	Spayed	5 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
12924	12	V4	Control	none	none	Dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Male	Neutered	4 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
12925	12	V4	Control	none	none	Dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Female	Spayed	10 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
12926	12	V4	Control	none	none	Dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Female	Spayed	1 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
12927	12	V4	Control	none	none	Dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Male	Neutered	1 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
12928	12	V4	Control	none	none	Dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Male	Neutered	5 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
12929	12	V4	Control	none	none	Dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Female	Spayed	8 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
12930	12	V4	Control	none	none	Dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Female	Spayed	3 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
12931	12	V4	Control	none	none	Dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Female	Spayed	0.5 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
12932	12	V4	Control	none	none	Dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Male	Intact	8 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
12933	12	V4	Control	none	none	Dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Female	Spayed	2 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
12934	12	V4	Control	none	none	Dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Male	Intact	0.25 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
12935	12	V4	Control	none	none	Dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Female	Intact	0.17 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
12936	12	V4	Control	none	none	Dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Male	Neutered	4 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
12937	12	V4	Control	none	none	Dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Male	Neutered	1.25 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
12938	12	V4	Control	none	none	Dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Male	Neutered	4 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
12939	12	V4	Control	none	none	Dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Male	Neutered	0.75 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
12940	12	V4	Control	none	none	Dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Female	Intact	0.17 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
12941	12	V4	Control	none	none	Dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Male	Intact	6 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
12942	12	V4	Control	none	none	Dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Male	Neutered	14 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
12943	12	V4	Control	none	none	Dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Male	Neutered	7 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
12944	12	V4	Control	none	none	Dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Female	Spayed	12 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
12945	12	V4	Case	Giardia	Protozoan	Dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Male	Intact	0.33 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
12946	12	V4	Control	none	none	Dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Male	Intact	0.33 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
12947	12	V4	Case	Giardia	Protozoan	Dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Male	Intact	0.33 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
12948	12	V4	Case	Toxocara canis	Helminth	Dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Female	Intact	0.25 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
12949	12	V4	Control	none	none	Dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Male	Neutered	3 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
12950	12	V4	Control	none	none	Dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Female	Intact	2 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
12951	12	V4	Case	Multiple	Multiple	Dog	Shelter animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Female	Spayed	0.4 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
12952	12	V4	Case	Multiple	Multiple	Dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Male	Neutered	1.25 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
12953	12	V4	Case	Multiple	Multiple	Dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Female	Intact	0.25 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
12954	12	V4	Case	Multiple	Multiple	Dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Female	Spayed	10 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
12955	12	V4	Case	Multiple	Multiple	Dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Male	Intact	0.17 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
12956	12	V4	Case	Multiple	Multiple	Dog	Shelter animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Female	Intact	2 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
12957	12	V4	Case	Multiple	Multiple	Dog	Shelter animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Female	Intact	0.36 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
12958	12	V4	Case	Multiple	Multiple	Dog	Shelter animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Female	Intact	1 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
12959	12	V4	Case	Multiple	Multiple	Dog	Shelter animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Female	Intact	3 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
12964	12	V4	Case	Multiple	Multiple	Dog	Shelter animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Female	Intact	0.25 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
12965	12	V4	Control	none	none	Dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Male	Intact	0.83 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
12966	12	V4	Control	none	none	Dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Female	Spayed	6 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
12967	12	V4	Case	Yeast	Yeast	Dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Female	Spayed	6 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
12968	12	V4	Case	Ancylostoma caninum	Helminth	Dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Female	Spayed	6 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
13034	12	V4	Control	none	none	Dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Female	Spayed	6 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
13035	12	V4	Case	Yeast	Yeast	Dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Male	Neutered	15 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
13182	13	V4	Case	Ancylostoma caninum	Helminth	dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Female	Spayed	9 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
13183	13	V4	Case	Toxocara canis	Helminth	dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Female	Intact	0.25 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
13184	13	V4	Case	Yeast	Yeast	dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Female	Spayed	6 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
13185	13	V4	Case	Giardia	Protozoan	dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Male	Neutered	4 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
13186	13	V4	Case	Yeast	Yeast	dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Male	Neutered	10 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
13187	13	V4	Case	Yeast	Yeast	dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Female	Spayed	9 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
13188	13	V4	Case	Toxocara canis	Helminth	dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Male	Intact	0.25 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
13189	13	V4	Case	Giardia	Protozoan	dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Male	Intact	4 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
13190	13	V4	Case	Ancylostoma caninum	Helminth	dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Female	Spayed	5 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
13191	13	V4	Case	Yeast	Yeast	dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Female	Spayed	3 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
13192	13	V4	Case	Yeast	Yeast	dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Male	Neutered	14 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
13193	13	V4	Case	Yeast	Yeast	dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Female	Spayed	10 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
13194	13	V4	Control	none	none	dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Male	Neutered	0.75 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
13195	13	V4	Control	none	none	dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Female	Intact	0.25 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
13196	13	V4	Control	none	none	dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Male	Neutered	15 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
13197	13	V4	Control	none	none	dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Female	Intact	0.25 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
13198	13	V4	Control	none	none	dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Female	Intact	0.25 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
13199	13	V4	Control	none	none	dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Male	Neutered	11 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
13200	13	V4	Control	none	none	dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Male	Intact	0.33 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
13201	13	V4	Control	none	none	dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Female	Intact	1.8 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
13202	13	V4	Control	none	none	dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Male	Intact	0.83333333 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
13203	13	V4	Control	none	none	dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Male	Intact	0.41666667 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
13204	13	V4	Control	none	none	dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Female	Spayed	1.5 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
13205	13	V4	Control	none	none	dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Male	Neutered	14 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
13206	13	V4	Control	none	none	dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Female	Spayed	10 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
13207	13	V4	Control	none	none	dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Male	Intact	0.25 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
13208	13	V4	Control	none	none	dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Male	Intact	4 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
13209	13	V4	Control	none	none	dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Female	Spayed	5 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
13210	13	V4	Control	none	none	dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Female	Spayed	0.83333333 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
13211	13	V4	Control	none	none	dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Female	Spayed	3 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
13212	13	V4	Control	none	none	dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Female	Spayed	9 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
13213	13	V4	Control	none	none	dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Female	Spayed	9 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
13217	13	V4	Control	none	none	dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Female	Spayed	3 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
13218	13	V4	Control	none	none	dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Male	Neutered	4 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
13219	13	V4	Control	none	none	dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Female	Spayed	6 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
13220	13	V4	Case	Yeast	Yeast	dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Male	Intact	3 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
13221	13	V4	Case	Yeast	Yeast	dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Female	Spayed	3 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
13222	13	V4	Case	Yeast	Yeast	dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Female	Spayed	3 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
13223	13	V4	Case	Toxocara canis	Helminth	dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Female	Intact	0.33333333 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
13224	13	V4	Case	Multiple	Multiple	dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Male	Neutered	1 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
13225	13	V4	Case	Ancylostoma caninum	Helminth	dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Female	Spayed	1 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
13226	13	V4	Case	Giardia	Protozoan	dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Male	Intact	0.25 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
13228	13	V4	Case	Ancylostoma caninum	Helminth	dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Female	Spayed	3 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
13229	13	V4	Case	Yeast	Yeast	dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Female	Spayed	4 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
13230	13	V4	Case	Yeast	Yeast	dog	Client-owned animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Female	Spayed	4 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
13231	13	V4	Case	Dipylidium caninum	Tapeworm	dog	Shelter animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Female	Intact	0.5 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
13232	13	V4	Control	none	none	dog	Shelter animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Female	Intact	2 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
13233	13	V4	Case	Yeast	Yeast	dog	Shelter animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Female	Intact	3 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
13234	13	V4	Case	Yeast	Yeast	dog	Shelter animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Female	Intact	1 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
13235	13	V4	Case	Yeast	Yeast	dog	Shelter animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Female	Intact	0.6 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
13236	13	V4	Control	none	none	dog	Shelter animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Female	Intact	0.6 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
13237	13	V4	Case	Multiple	Multiple	dog	Shelter animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Female	Intact	6 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
13238	13	V4	Case	Multiple	Multiple	dog	Shelter animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Female	Intact	1 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
13239	13	V4	Control	none	none	dog	Shelter animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Female	Intact	1 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
13240	13	V4	Case	Cystoisospora ohioensis	Protozoan (coccidian)	dog	Shelter animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Female	Intact	2 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
13241	13	V4	Control	none	none	dog	Shelter animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Female	Intact	2.5 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
13242	13	V4	Control	none	none	dog	Shelter animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Female	Intact	2 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
13243	13	V4	Control	none	none	dog	Shelter animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Female	Intact	0.5 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
13244	13	V4	Control	none	none	dog	Shelter animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Female	Intact	3 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
13245	13	V4	Case	Yeast	Yeast	dog	Shelter animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Female	Intact	0.67 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
13246	13	V4	Control	none	none	dog	Shelter animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Female	Intact	4 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
13247	13	V4	Case	Yeast	Yeast	dog	Shelter animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Female	Intact	1.5 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
13248	13	V4	Case	Trichuris vulpis	Helminth	dog	Shelter animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Female	Intact	4 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
13249	13	V4	Case	Ancylostoma caninum	Helminth	dog	Shelter animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Female	Intact	1.1 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
13250	13	V4	Case	Yeast	Yeast	dog	Shelter animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Female	Intact	0.67 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
13251	13	V4	Case	Giardia	Protozoan	dog	Shelter animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Female	Intact	0.4 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
13252	13	V4	Control	none	none	dog	Shelter animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Female	Intact	7 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
13253	13	V4	Case	Yeast	Yeast	dog	Shelter animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Female	Intact	1 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
13254	13	V4	Case	Ancylostoma caninum	Helminth	dog	Shelter animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Female	Intact	0.6 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
13255	13	V4	Control	none	none	dog	Shelter animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Female	Intact	4 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
13256	13	V4	Case	Yeast	Yeast	dog	Shelter animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Female	Intact	1 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
13257	13	V4	Case	Trichuris vulpis	Helminth	dog	Shelter animal	Stool	Canine Microbiome during Parasite Infection (CaMP)	Female	Intact	3 years				Colon	UBERON:feces	Colon	ENVO:animal-associated habitat
